Mutation,Selection,Step,ID,Count,InPrompts,Statement
attractive,attractive,11,60,1,1,"'Eat well, feel well. Small changes lead to big results!'"
attractive,attractive,11,61,1,1,"'Eat well, feel well. Small changes lead to big results!'"
attractive,attractive,11,62,1,2,"'Fuel your body with good choices for a vibrant life!'"
attractive,attractive,11,63,1,1,"'Eat well, feel well. Small changes can lead to big differences in your health and happiness. #WellBeing #GoodHealth'"
attractive,attractive,11,64,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,12,43,45,19,"'Eat well, be well! Choose foods that fuel your spirit and keep your body happy. #WellBeing #GoodHealth'"
attractive,attractive,12,54,9,5,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,12,57,1,1,"'Eat well, feel well. Small changes in your plate can lead to big changes in your life!'"
attractive,attractive,12,62,43,20,"'Fuel your body with good choices for a vibrant life!'"
attractive,attractive,12,64,2,0,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,12,65,1,1,"'Fuel your body with good choices for a vibrant life!'"
attractive,attractive,12,66,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,12,67,1,1,"'Eat well, be well. Small changes, big impact.'"
attractive,attractive,12,68,1,1,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,12,69,1,1,"'Eat well, feel well. Small changes can make a big difference in your health and happiness!'"
attractive,attractive,13,43,98,40,"'Eat well, be well! Choose foods that fuel your spirit and keep your body happy. #WellBeing #GoodHealth'"
attractive,attractive,13,54,2,3,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,13,70,1,1,"'Eat well, be well. Small changes lead to big results!'"
attractive,attractive,13,71,1,1,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,13,72,1,2,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,13,73,1,1,"'Fuel your body with good choices for a life full of energy! 🍽️💪'"
attractive,attractive,13,74,1,2,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,14,43,26,9,"'Eat well, be well! Choose foods that fuel your spirit and keep your body happy. #WellBeing #GoodHealth'"
attractive,attractive,14,54,74,33,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,14,75,1,1,"'Eat well, be well. Choose foods that fuel your spirit and health!'"
attractive,attractive,14,76,1,3,"'Fuel your body with goodness, not just calories. Small, smart choices lead to big well-being!'"
attractive,attractive,14,77,1,1,"'Eat well, feel well. Small changes lead to big results.'"
attractive,attractive,14,78,1,2,"'Eat well, feel well! Choose foods that fuel your day and bring joy. #WellBeing #GoodHealth'"
attractive,attractive,14,79,1,1,"'Eat well, be well. Small changes, big impact. #WellnessWedges'"
attractive,attractive,15,43,14,6,"'Eat well, be well! Choose foods that fuel your spirit and keep your body happy. #WellBeing #GoodHealth'"
attractive,attractive,15,54,79,37,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,15,75,1,0,"'Eat well, be well. Choose foods that fuel your spirit and health!'"
attractive,attractive,15,78,4,1,"'Eat well, feel well! Choose foods that fuel your day and bring joy. #WellBeing #GoodHealth'"
attractive,attractive,15,79,2,0,"'Eat well, be well. Small changes, big impact. #WellnessWedges'"
attractive,attractive,15,80,1,1,"'Eat well, feel well. Small changes, big impact.'"
attractive,attractive,15,81,1,1,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,15,82,1,1,"'Eating well fuels joy! Small, mindful choices daily lead to big differences in health and happiness. Join the journey to vibrant well-being!'"
attractive,attractive,15,83,1,1,"'Eat well, be well. Small changes, big impacts!'"
attractive,attractive,15,84,1,2,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,16,43,10,4,"'Eat well, be well! Choose foods that fuel your spirit and keep your body happy. #WellBeing #GoodHealth'"
attractive,attractive,16,54,71,25,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,16,82,1,2,"'Eating well fuels joy! Small, mindful choices daily lead to big differences in health and happiness. Join the journey to vibrant well-being!'"
attractive,attractive,16,84,18,12,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,16,85,1,1,"'Eat well, be well. Small changes lead to big results. 💪🌱'"
attractive,attractive,16,86,1,1,"'Eat well, feel well. Small changes lead to big results!'"
attractive,attractive,16,87,1,1,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,16,88,1,1,"'Choose foods that fuel your well-being! 🌟'"
attractive,attractive,16,89,1,3,"'Eat well, feel well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,17,43,16,10,"'Eat well, be well! Choose foods that fuel your spirit and keep your body happy. #WellBeing #GoodHealth'"
attractive,attractive,17,54,70,27,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,17,84,12,6,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,17,89,2,0,"'Eat well, feel well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,17,90,1,1,"' Eat well, be well! Choose foods that nourish your body and soul. 🌟'"
attractive,attractive,17,91,1,1,"'Eat well, be well! Choose foods that fuel your body and soul.'"
attractive,attractive,17,92,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your life!'"
attractive,attractive,17,93,1,2,"'Fuel your body with good choices for a life of abundance!'"
attractive,attractive,17,94,1,2,"'Eat well, be well. Small changes, big impact!'"
attractive,attractive,18,43,3,0,"'Eat well, be well! Choose foods that fuel your spirit and keep your body happy. #WellBeing #GoodHealth'"
attractive,attractive,18,54,51,17,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,18,93,1,0,"'Fuel your body with good choices for a life of abundance!'"
attractive,attractive,18,94,45,25,"'Eat well, be well. Small changes, big impact!'"
attractive,attractive,18,95,1,2,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,18,96,1,2,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,18,97,1,1,"'Choose foods that nourish your body and soul for a life filled with vitality and joy!'"
attractive,attractive,18,98,1,1,"'Eat well, feel well. Small changes can make a big difference in your health and happiness!'"
attractive,attractive,18,99,1,2,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,19,54,58,25,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,19,94,4,1,"'Eat well, be well. Small changes, big impact!'"
attractive,attractive,19,95,17,8,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,19,96,5,2,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,19,99,16,8,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,19,100,1,2,"'Eat well, feel well. Small changes, big benefits!'"
attractive,attractive,19,101,1,1,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,19,102,1,1,"'Eat well, feel well. Small changes in your diet can make a big difference in your life!'"
attractive,attractive,19,103,1,1,"'Fuel your body with good choices for a life full of energy and joy!'"
attractive,attractive,19,104,1,1,"'Eat well, feel well. Small changes, big results!'"
attractive,attractive,20,95,11,6,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,20,96,59,29,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,20,99,26,5,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,20,100,1,0,"'Eat well, feel well. Small changes, big benefits!'"
attractive,attractive,20,101,1,0,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,20,102,1,2,"'Eat well, feel well. Small changes in your diet can make a big difference in your life!'"
attractive,attractive,20,104,1,0,"'Eat well, feel well. Small changes, big results!'"
attractive,attractive,20,105,1,1,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,20,106,1,1,"'Eat well, be well. Small changes lead to big differences.'"
attractive,attractive,20,107,1,2,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,20,108,1,1,"'Eat well, be well! Choose foods that nourish your body and soul. #GoodHealthBeginsWithGreatChoices!'"
attractive,attractive,20,109,1,3,"'Eat well, feel well. Small changes, big benefits!'"
attractive,attractive,21,96,100,43,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,21,110,1,2,"'Eat well, feel well. Small choices lead to big changes in health and happiness!'"
attractive,attractive,21,111,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #DietaryChoicesMatter'"
attractive,attractive,21,112,1,1,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,21,113,1,1,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,21,114,1,2,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,22,96,100,45,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,22,115,1,1,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,22,116,1,1,"'Eat well, feel well. Small changes in your plate can make a big difference in your health!'"
attractive,attractive,22,117,1,1,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,22,118,1,1,"'Eat well, feel well. Small choices lead to big changes in your health!'"
attractive,attractive,22,119,1,1,"'Eat well, feel well! Choose foods that fuel your body and mind. #WellBeing #GoodHealth'"
attractive,attractive,23,96,100,43,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,23,120,1,2,"'Eat well, be well. Choose foods that fuel your life!'"
attractive,attractive,23,121,1,1,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,23,122,1,1,"'Eat well, feel well! Choose foods that fuel your body and mind.'"
attractive,attractive,23,123,1,2,"'Eat well, be well. Choose foods that fuel your life!'"
attractive,attractive,23,124,1,1,"'Choose foods that nourish your body and soul. Small, mindful changes can lead to big, beautiful health!'"
attractive,attractive,24,96,100,45,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,24,125,1,1,"'Eating well fuels your well-being! Choose veggies, fruits, and whole grains for a happier, healthier you!'"
attractive,attractive,24,126,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,24,127,1,1,"'Fuel your body with good choices for even better days! 🌟'"
attractive,attractive,24,128,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,24,129,1,1,"'Fuel your body with good choices for a healthier you! 🍽️💪'"
attractive,attractive,25,96,100,42,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,25,130,1,2,"'Eat well, feel well. Small changes can make a big difference!'"
attractive,attractive,25,131,1,2,"'Eat well, be well. Choose foods that fuel your life!'"
attractive,attractive,25,132,1,1,"'Eat well, be well. Choose foods that fuel your body and soul!'"
attractive,attractive,25,133,1,1,"'Eat well, be well. Small changes in your plate can make a big difference in your life!'"
attractive,attractive,25,134,1,2,"'Eat well, feel well. Small choices lead to big changes in health and happiness!'"
attractive,attractive,26,96,100,44,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,26,135,1,1,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,26,136,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellBeing #GoodHealth'"
attractive,attractive,26,137,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,26,138,1,2,"'Eat well, be well. Small changes, big impact.'"
attractive,attractive,26,139,1,1,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,27,96,100,43,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,27,140,1,2,"'Eat well, feel well. Small changes, big results!'"
attractive,attractive,27,141,1,1,"'Eat well, be well. Small changes, big impact!'"
attractive,attractive,27,142,1,1,"'Choose foods that nourish your body and soul. Small, mindful changes can lead to big, beautiful health!'"
attractive,attractive,27,143,1,1,"'Choose foods that fuel your body and soul for a healthier, happier you!'"
attractive,attractive,27,144,1,2,"'Eat well, feel well! Choose foods that fuel your body and mind. #WellBeingWedges'"
attractive,attractive,28,96,100,42,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,28,145,1,1,"'Eat well, be well. Small changes, big impact!'"
attractive,attractive,28,146,1,1,"'Eat well, be well! Choose foods that fuel your body and mind for optimal health. 🍼💪'"
attractive,attractive,28,147,1,2,"'Eat well, be well. Small changes in your diet can make a big difference in your health. #WellbeingWednesday'"
attractive,attractive,28,148,1,1,"'Fuel your body with good choices for even better days! 🍉🍎💪'"
attractive,attractive,28,149,1,3,"'Eat well, feel well. Small choices lead to big changes!'"
attractive,attractive,29,96,100,44,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,29,150,1,1,"'Choose foods that fuel your well-being, from fresh fruits and veggies to balanced meals. Small steps toward healthier choices add up to big benefits!'"
attractive,attractive,29,151,1,2,"'Eat well, feel great, live longer with a balanced diet and regular exercise!'"
attractive,attractive,29,152,1,1,"'Eat well, feel well. Small changes lead to big results!'"
attractive,attractive,29,153,1,1,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,29,154,1,1,"'Eat well, feel well. Choose foods that fuel your life!'"
attractive,attractive,30,96,100,43,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,30,155,1,2,"'Eat well, be well. Small changes in your diet can make a big difference in your life!'"
attractive,attractive,30,156,1,1,"'Eat well, be well! Choose foods that fuel your body and mind. #WellBeing #GoodHealth'"
attractive,attractive,30,157,1,2,"'Eat well, be well. Small changes, big impacts!'"
attractive,attractive,30,158,1,1,"'Eat well, feel well. Small changes, big impact.'"
attractive,attractive,30,159,1,1,"'Fuel your body with good choices for even better days! 🌟'"
attractive,attractive,31,96,100,43,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,31,160,1,1,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,31,161,1,2,"'Eat well, feel well. Small changes lead to big results!'"
attractive,attractive,31,162,1,2,"'Eat well, feel well. Small choices lead to big changes!'"
attractive,attractive,31,163,1,1,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,31,164,1,1,"'Eat well, feel well! Choose foods that fuel your life.'"
attractive,attractive,32,96,100,40,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,32,165,1,2,"'Eat well, feel well! Choose foods that nourish your body and soul. #WellBeing #GoodHealth'"
attractive,attractive,32,166,1,3,"'Eat well, feel well. Small changes in your diet can make a big difference in your well-being!'"
attractive,attractive,32,167,1,3,"'Eat well, feel well! Choose nutritious foods for a healthier you!'"
attractive,attractive,32,168,1,1,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,32,169,1,1,"'Eat well, feel well. Small changes, big benefits!'"
attractive,attractive,33,96,100,41,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,33,170,1,1,"'Eat well, feel well. Small changes lead to big results!'"
attractive,attractive,33,171,1,2,"'Eat well, be well. Small changes in your diet can make a big difference in your life!'"
attractive,attractive,33,172,1,1,"'Eat well, feel well! Choose foods that nourish your body and mind. #WellBeing #GoodHealth'"
attractive,attractive,33,173,1,3,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,33,174,1,2,"'Eat well, be well. Small changes can make a big difference in your health. #WellBeingWedges'"
attractive,attractive,34,96,100,42,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,34,175,1,2,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,34,176,1,1,"'Choose foods that fuel your well-being and enjoy a healthier you!'"
attractive,attractive,34,177,1,2,"'Fuel your well-being with nutritious choices. Small steps to healthier eating can make a big difference!'"
attractive,attractive,34,178,1,1,"'Eat well, be well. Small changes, big results!'"
attractive,attractive,34,179,1,2,"'Eat well, feel well. Small changes, big impacts!'"
attractive,attractive,35,96,100,41,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,35,180,1,1,"'Eat well, be well. Small changes lead to big differences. #HealthHacks 🍉💚'"
attractive,attractive,35,181,1,2,"'Eat well, be well. Small changes in your diet can make a big difference in your health!'"
attractive,attractive,35,182,1,3,"'Eat well, feel well. Small changes, big benefits!'"
attractive,attractive,35,183,1,2,"'Eat well, feel well! Choose foods that nourish your body and mind.'"
attractive,attractive,35,184,1,1,"'Eat well, be well. Small changes, big impact!'"
attractive,attractive,36,96,100,42,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,36,185,1,1,"'Choose foods that nourish your body and soul! 🍞🍎✨'"
attractive,attractive,36,186,1,2,"'Eat well, be well. Small changes in your diet can make a big difference in your life!'"
attractive,attractive,36,187,1,2,"'Eat well, feel well. Small changes in your diet can make a big difference in your life!'"
attractive,attractive,36,188,1,1,"'Eat well, feel well. Small changes can make a big difference in your health and happiness!'"
attractive,attractive,36,189,1,2,"'Eat well, be well. Small changes can make a big difference. #HealthyEating #WellBeing'"
attractive,attractive,37,96,100,40,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,37,190,1,2,"'Eat well, feel well. Small choices lead to big changes.'"
attractive,attractive,37,191,1,1,"'Eat well, feel well. Small changes, big impact!'"
attractive,attractive,37,192,1,3,"'Eat well, be well. Small changes in your diet can create big changes in your life. #WellBeing #GoodHealth'"
attractive,attractive,37,193,1,3,"'Eat well, feel well! Choose foods that nourish your body and soul. #WellBeingWedges'"
attractive,attractive,37,194,1,1,"'Eat well, feel well. Small choices lead to big changes!'"
attractive,attractive,38,96,100,42,"'Fuel your body with balance & joy. Small, mindful choices lead to big, beautiful health!'"
attractive,attractive,38,195,1,1,"'Eat well, feel well! Choose foods that fuel your body and mind.'"
attractive,attractive,38,196,1,2,"'Eat well, be well! Choose foods that fuel your body and soul. #WellnessWednesday 🌟'"
